,TweetID,CreationTime,Followers,Followed,GeoTagged,TotalTweets,TwitterAge,nHashTags,nMentions,nUrls,Verified,Label,nRetweets,nLikes,DeltaSeconds
297,451187987573796864,Wed Apr 02 02:42:53 +0000 2014,2864,1245,True,13884,3007,2,0,0,False,injured_or_dead_people,0,0,88
298,451187987641294848,Wed Apr 02 02:42:53 +0000 2014,330,308,True,3471,3037,2,1,0,False,not_related_or_irrelevant,98,0,88
299,451187990086582272,Wed Apr 02 02:42:54 +0000 2014,420,166,True,62363,2914,1,1,0,False,other_useful_information,0,0,89
300,451187992762122240,Wed Apr 02 02:42:54 +0000 2014,86773,695,False,46293,3414,1,1,1,False,displaced_people_and_evacuations,15,4,89
303,451187995736276992,Wed Apr 02 02:42:55 +0000 2014,22782,25062,True,161827,3313,2,1,0,False,sympathy_and_emotional_support,1,0,90
304,451187996436746240,Wed Apr 02 02:42:55 +0000 2014,700,1418,True,30066,3302,4,1,1,False,other_useful_information,7,0,90
305,451187997002989568,Wed Apr 02 02:42:55 +0000 2014,151,245,False,4150,2632,2,0,0,False,other_useful_information,0,1,90
306,451187998022205440,Wed Apr 02 02:42:56 +0000 2014,1848,1809,True,67369,3550,4,1,0,False,sympathy_and_emotional_support,28,0,91
307,451188000630648832,Wed Apr 02 02:42:56 +0000 2014,16473,3068,False,63374,3154,1,1,1,False,caution_and_advice,2,0,91
308,451188002010570753,Wed Apr 02 02:42:57 +0000 2014,784,2504,True,12745,2965,1,1,1,False,sympathy_and_emotional_support,281,0,92
309,451188003164418048,Wed Apr 02 02:42:57 +0000 2014,2813990,91,True,74225,3007,1,1,1,True,caution_and_advice,281,0,92
310,451188007773548544,Wed Apr 02 02:42:58 +0000 2014,147,171,False,17570,2940,3,1,0,False,caution_and_advice,155,0,93
313,451188015419777024,Wed Apr 02 02:43:00 +0000 2014,755,121,False,41938,2052,2,2,1,False,other_useful_information,149,0,95
314,451188016250249216,Wed Apr 02 02:43:00 +0000 2014,5463,354,True,12702,2416,2,2,1,False,other_useful_information,149,0,95
315,451188019434106880,Wed Apr 02 02:43:01 +0000 2014,334,1126,True,9388,2071,1,1,0,False,other_useful_information,68,0,96
316,451188019488235520,Wed Apr 02 02:43:01 +0000 2014,1916,769,True,9071,2051,2,2,1,False,other_useful_information,149,0,96
317,451188023686737922,Wed Apr 02 02:43:02 +0000 2014,206,1927,True,373,2147,3,2,1,False,infrastructure_and_utilities_damage,3,0,97
320,451188025142157312,Wed Apr 02 02:43:02 +0000 2014,3232,996,True,24529,2885,2,2,1,True,other_useful_information,149,0,97
321,451188026283028480,Wed Apr 02 02:43:02 +0000 2014,154,330,False,1308,1740,2,1,1,False,other_useful_information,362,0,97
323,451188029550383104,Wed Apr 02 02:43:03 +0000 2014,3391,3224,True,341045,2282,2,1,0,False,caution_and_advice,13,0,98
326,451188032247324672,Wed Apr 02 02:43:04 +0000 2014,1917,1896,True,143101,1701,2,2,0,False,not_related_or_irrelevant,148,0,99
327,451188032498962432,Wed Apr 02 02:43:04 +0000 2014,25588,4660,True,19771,3313,2,0,0,True,not_related_or_irrelevant,8,3,99
328,451188033342025729,Wed Apr 02 02:43:04 +0000 2014,1298,1222,True,168693,3340,2,1,1,False,sympathy_and_emotional_support,362,0,99
329,451188033766043648,Wed Apr 02 02:43:04 +0000 2014,454,332,True,66774,2670,2,2,0,False,sympathy_and_emotional_support,148,0,99
330,451188034088615936,Wed Apr 02 02:43:04 +0000 2014,2797,2302,False,163584,2434,1,1,1,False,other_useful_information,281,0,99
331,451188034403201025,Wed Apr 02 02:43:04 +0000 2014,221,380,True,2841,3067,1,1,0,False,not_related_or_irrelevant,314,0,99
332,451188035787292673,Wed Apr 02 02:43:05 +0000 2014,1199,3738,True,16995,3183,1,1,1,False,sympathy_and_emotional_support,281,0,100
333,451188036282241026,Wed Apr 02 02:43:05 +0000 2014,59,27,False,1670,2760,1,1,1,False,sympathy_and_emotional_support,281,0,100
335,451188037028831232,Wed Apr 02 02:43:05 +0000 2014,369,1329,True,16650,3334,3,0,0,False,other_useful_information,0,0,100
336,451188037041414144,Wed Apr 02 02:43:05 +0000 2014,2184,2399,True,77487,3468,2,3,1,False,other_useful_information,15,0,100
340,451188049733771265,Wed Apr 02 02:43:08 +0000 2014,250,908,True,6191,2660,2,1,0,False,not_related_or_irrelevant,5,0,103
341,451188051071762432,Wed Apr 02 02:43:08 +0000 2014,1231,2104,True,27694,2929,1,1,0,False,not_related_or_irrelevant,2,0,103
343,451188053626064896,Wed Apr 02 02:43:09 +0000 2014,24,183,True,9908,1671,1,1,1,False,sympathy_and_emotional_support,281,0,104
344,451188054028726272,Wed Apr 02 02:43:09 +0000 2014,69,155,True,1812,2003,2,2,0,False,other_useful_information,148,0,104
345,451188055110852608,Wed Apr 02 02:43:09 +0000 2014,326,552,True,56621,3157,1,1,1,False,other_useful_information,281,0,104
346,451188055186374656,Wed Apr 02 02:43:09 +0000 2014,420,166,True,62363,2914,2,1,0,False,sympathy_and_emotional_support,0,0,104
347,451188057719709696,Wed Apr 02 02:43:10 +0000 2014,406,750,True,29871,2224,2,2,0,False,not_related_or_irrelevant,148,0,105
350,451188059531259904,Wed Apr 02 02:43:10 +0000 2014,477,903,True,11385,3277,3,0,1,False,other_useful_information,0,0,105
351,451188060172988416,Wed Apr 02 02:43:10 +0000 2014,3591,3682,True,8910,2792,2,3,0,False,not_related_or_irrelevant,9,0,105
355,451188062718918656,Wed Apr 02 02:43:11 +0000 2014,2247,2618,True,26278,3462,1,2,0,False,not_related_or_irrelevant,15,0,106
356,451188066191806464,Wed Apr 02 02:43:12 +0000 2014,3051,776,True,59025,2538,2,2,1,False,sympathy_and_emotional_support,149,0,107
357,451188066523152384,Wed Apr 02 02:43:12 +0000 2014,80,325,True,10237,3327,2,2,1,False,other_useful_information,149,0,107
358,451188067517202432,Wed Apr 02 02:43:12 +0000 2014,283,53,True,43569,2500,1,1,0,False,other_useful_information,34,0,107
359,451188068171931648,Wed Apr 02 02:43:12 +0000 2014,12429,8618,True,402482,2622,1,1,0,False,injured_or_dead_people,0,0,107
360,451188070591643648,Wed Apr 02 02:43:13 +0000 2014,135,153,True,3277,2659,1,1,1,False,not_related_or_irrelevant,11,0,108
361,451188072202637313,Wed Apr 02 02:43:13 +0000 2014,718,1457,False,31054,2127,2,2,0,False,not_related_or_irrelevant,1,0,108
362,451188072688787456,Wed Apr 02 02:43:13 +0000 2014,221,175,True,20275,2904,1,1,0,False,other_useful_information,61,0,108
365,451188081614266368,Wed Apr 02 02:43:16 +0000 2014,103,159,False,664,3287,3,1,0,False,injured_or_dead_people,71,0,111
366,451188082453536769,Wed Apr 02 02:43:16 +0000 2014,417,874,True,2087,3194,1,1,0,False,displaced_people_and_evacuations,9,0,111
368,451188088329342976,Wed Apr 02 02:43:17 +0000 2014,13731,12064,False,177978,3574,2,2,0,True,sympathy_and_emotional_support,148,0,112
369,451188089080135680,Wed Apr 02 02:43:17 +0000 2014,2697,3291,True,58689,2207,2,1,1,False,other_useful_information,44,0,112
370,451188089265094657,Wed Apr 02 02:43:17 +0000 2014,5048,785,False,12387,3247,1,2,1,False,other_useful_information,0,0,112
371,451188091210850304,Wed Apr 02 02:43:18 +0000 2014,2304,1164,False,24613,2267,2,2,0,False,sympathy_and_emotional_support,148,0,113
372,451188092796686336,Wed Apr 02 02:43:18 +0000 2014,16982,10814,False,240430,2579,1,0,0,False,infrastructure_and_utilities_damage,8,6,113
373,451188093052137472,Wed Apr 02 02:43:18 +0000 2014,1642,3340,False,63745,3334,2,1,1,False,other_useful_information,362,0,113
374,451188093539078145,Wed Apr 02 02:43:18 +0000 2014,502,990,True,6402,2758,2,1,1,False,not_related_or_irrelevant,362,0,113
376,451188096756121600,Wed Apr 02 02:43:19 +0000 2014,7243,70,False,5073,1648,1,2,0,False,caution_and_advice,3,0,114
377,451188097980452864,Wed Apr 02 02:43:19 +0000 2014,724,797,True,38051,3285,1,0,1,False,sympathy_and_emotional_support,0,0,114
378,451188098362535937,Wed Apr 02 02:43:19 +0000 2014,373,129,True,11007,2280,1,1,0,False,caution_and_advice,217,0,114
379,451188101247823873,Wed Apr 02 02:43:20 +0000 2014,617,468,False,21767,2823,2,2,0,False,other_useful_information,148,0,115
380,451188101377843200,Wed Apr 02 02:43:20 +0000 2014,154,158,True,4551,3610,3,1,0,False,not_related_or_irrelevant,86,0,115
381,451188106063249408,Wed Apr 02 02:43:21 +0000 2014,266,107,True,27224,2489,1,1,1,False,other_useful_information,281,0,116
382,451188106830835712,Wed Apr 02 02:43:21 +0000 2014,3456,1331,True,55010,2197,1,0,0,False,injured_or_dead_people,0,0,116
383,451188112979689475,Wed Apr 02 02:43:23 +0000 2014,695,1404,True,17544,2385,4,0,0,False,caution_and_advice,0,0,118
384,451188115034501121,Wed Apr 02 02:43:23 +0000 2014,1080,2398,True,12726,3181,2,2,1,False,not_related_or_irrelevant,149,0,118
386,451188117504942080,Wed Apr 02 02:43:24 +0000 2014,3922,5001,False,30193,2229,2,1,0,False,sympathy_and_emotional_support,5,0,119
387,451188121879588865,Wed Apr 02 02:43:25 +0000 2014,107913,5302,True,469572,3155,2,0,1,False,caution_and_advice,5,1,120
389,451188122332565504,Wed Apr 02 02:43:25 +0000 2014,55,778,True,1783,1530,2,1,0,False,other_useful_information,96,0,120
390,451188124132331520,Wed Apr 02 02:43:26 +0000 2014,9672,5098,False,56190,3399,4,0,0,False,other_useful_information,0,2,121
391,451188124480049152,Wed Apr 02 02:43:26 +0000 2014,1406,725,True,12338,2354,2,1,0,False,sympathy_and_emotional_support,401,0,121
393,451188133371969536,Wed Apr 02 02:43:28 +0000 2014,1872,497,True,23260,3322,2,0,0,False,not_related_or_irrelevant,1,0,123
394,451188135553433600,Wed Apr 02 02:43:28 +0000 2014,3813,4995,True,53722,2039,10,1,1,False,other_useful_information,82,0,123
396,451188136215719936,Wed Apr 02 02:43:29 +0000 2014,1574,1583,False,198307,3056,3,1,0,False,not_related_or_irrelevant,0,0,124
397,451188136861638657,Wed Apr 02 02:43:29 +0000 2014,534,944,True,1114,3014,1,1,0,False,other_useful_information,8,0,124
398,451188137335988224,Wed Apr 02 02:43:29 +0000 2014,676,1558,False,10050,3324,1,1,0,False,caution_and_advice,0,0,124
399,451188137860300802,Wed Apr 02 02:43:29 +0000 2014,212,382,True,8499,3303,2,2,0,False,other_useful_information,148,0,124
401,451188141555073024,Wed Apr 02 02:43:30 +0000 2014,9,82,False,875,1699,2,2,0,False,caution_and_advice,19,0,125
402,451188144172716032,Wed Apr 02 02:43:30 +0000 2014,1688,2007,True,82290,3412,2,2,0,False,sympathy_and_emotional_support,148,0,125
403,451188145157980161,Wed Apr 02 02:43:31 +0000 2014,3922,5001,False,30193,2229,1,1,1,False,caution_and_advice,281,0,126
404,451188145661681666,Wed Apr 02 02:43:31 +0000 2014,120,283,True,620,1799,2,1,1,False,other_useful_information,362,0,126
406,451188146206568450,Wed Apr 02 02:43:31 +0000 2014,1459,2564,True,21958,3699,1,1,1,False,caution_and_advice,281,0,126
408,451188148236611584,Wed Apr 02 02:43:31 +0000 2014,561,230,True,83745,3243,1,1,0,False,other_useful_information,133,0,126
410,451188152712310784,Wed Apr 02 02:43:32 +0000 2014,463,2175,True,3725,4113,2,1,1,False,other_useful_information,362,0,127
411,451188155488960512,Wed Apr 02 02:43:33 +0000 2014,18,137,False,563,2034,3,1,0,False,injured_or_dead_people,9,0,128
413,451188159242465280,Wed Apr 02 02:43:34 +0000 2014,7139,498,False,27879,3281,1,1,0,False,sympathy_and_emotional_support,68,0,129
414,451188163545808896,Wed Apr 02 02:43:35 +0000 2014,1433,152,False,1148425,2503,4,0,1,False,other_useful_information,0,0,130
415,451188164074291200,Wed Apr 02 02:43:35 +0000 2014,115,415,True,1171,1842,1,0,0,False,not_related_or_irrelevant,0,0,130
416,451188164535652352,Wed Apr 02 02:43:35 +0000 2014,2354,1796,True,12547,3017,1,1,0,False,not_related_or_irrelevant,61,0,130
418,451188165445824512,Wed Apr 02 02:43:35 +0000 2014,3922,5001,False,30193,2229,2,1,1,False,other_useful_information,362,0,130
420,451188167140704256,Wed Apr 02 02:43:36 +0000 2014,924,21,False,4377,3009,1,1,0,False,other_useful_information,146,0,131
421,451188167384002560,Wed Apr 02 02:43:36 +0000 2014,1066,2761,False,1308,3348,1,1,0,False,caution_and_advice,9,0,131
422,451188172144537600,Wed Apr 02 02:43:37 +0000 2014,671,1664,False,23452,3592,2,3,0,False,other_useful_information,1,0,132
424,451188173607948288,Wed Apr 02 02:43:37 +0000 2014,2947,2722,True,105613,3727,2,1,1,False,other_useful_information,362,0,132
425,451188173914529792,Wed Apr 02 02:43:38 +0000 2014,572,518,False,2178,2047,1,3,0,False,sympathy_and_emotional_support,251,0,133
426,451188175671918592,Wed Apr 02 02:43:38 +0000 2014,718,1457,False,31054,2127,2,1,1,False,sympathy_and_emotional_support,362,0,133
429,451188178545016832,Wed Apr 02 02:43:39 +0000 2014,451,1004,True,9560,2062,1,1,1,False,sympathy_and_emotional_support,281,0,134
430,451188178875981825,Wed Apr 02 02:43:39 +0000 2014,612,709,True,2492,2342,1,1,1,False,sympathy_and_emotional_support,54,0,134
431,451188181145096192,Wed Apr 02 02:43:39 +0000 2014,192,332,True,4432,3155,1,1,0,False,other_useful_information,1,0,134
433,451188185188802560,Wed Apr 02 02:43:40 +0000 2014,238,6,True,18217,2196,2,0,1,False,other_useful_information,0,0,135
434,451188188040552449,Wed Apr 02 02:43:41 +0000 2014,264,636,True,7082,3214,1,1,0,False,other_useful_information,68,0,136
435,451188189131468800,Wed Apr 02 02:43:41 +0000 2014,2748,669,True,75481,2484,3,2,1,False,caution_and_advice,20,0,136
436,451188190645592065,Wed Apr 02 02:43:41 +0000 2014,533,920,False,2191,2042,2,1,1,False,injured_or_dead_people,362,0,136
437,451188193149214721,Wed Apr 02 02:43:42 +0000 2014,183,950,True,2762,2383,2,2,1,False,sympathy_and_emotional_support,0,0,137
439,451188196257562624,Wed Apr 02 02:43:43 +0000 2014,443,722,True,30592,3299,1,1,1,False,not_related_or_irrelevant,281,0,138
441,451188198064939008,Wed Apr 02 02:43:43 +0000 2014,3311,907,False,105335,2136,2,1,1,False,infrastructure_and_utilities_damage,0,0,138
442,451188198291406849,Wed Apr 02 02:43:43 +0000 2014,885,1056,True,94270,3165,2,2,1,False,injured_or_dead_people,10,0,138
443,451188200426315776,Wed Apr 02 02:43:44 +0000 2014,1541,3055,True,56642,3162,2,1,0,False,injured_or_dead_people,172,0,139
444,451188202716418048,Wed Apr 02 02:43:44 +0000 2014,417,993,False,19889,2677,1,1,1,False,other_useful_information,281,0,139
445,451188204113113089,Wed Apr 02 02:43:45 +0000 2014,14801,4116,True,61144,2438,3,0,0,False,infrastructure_and_utilities_damage,82,0,140
446,451188204549332992,Wed Apr 02 02:43:45 +0000 2014,305,2081,False,7554,3349,1,1,0,False,sympathy_and_emotional_support,68,0,140
447,451188205006880768,Wed Apr 02 02:43:45 +0000 2014,1617,1844,True,33643,3523,2,2,0,False,caution_and_advice,148,0,140
448,451188208080936961,Wed Apr 02 02:43:46 +0000 2014,3051,307,False,10127,2535,2,1,1,True,caution_and_advice,2,0,141
449,451188210539167744,Wed Apr 02 02:43:46 +0000 2014,1094,2246,False,39149,1523,1,1,1,False,not_related_or_irrelevant,155,0,141
451,451188212405260288,Wed Apr 02 02:43:47 +0000 2014,79,280,True,1267,3158,1,1,1,False,not_related_or_irrelevant,281,0,142
452,451188214028443648,Wed Apr 02 02:43:47 +0000 2014,2023,1328,False,78292,2963,1,1,0,False,caution_and_advice,68,0,142
454,451188217011003393,Wed Apr 02 02:43:48 +0000 2014,156,496,False,76,1549,1,0,1,False,other_useful_information,0,0,143
455,451188223738273792,Wed Apr 02 02:43:49 +0000 2014,638,446,True,195873,2620,1,1,0,False,injured_or_dead_people,8,0,144
457,451188225206280192,Wed Apr 02 02:43:50 +0000 2014,63,504,False,4806,2496,2,0,0,False,other_useful_information,0,0,145
458,451188227035381760,Wed Apr 02 02:43:50 +0000 2014,314,307,True,18061,2551,3,0,0,False,sympathy_and_emotional_support,0,0,145
459,451188227337375744,Wed Apr 02 02:43:50 +0000 2014,68,94,False,1724,1638,1,1,1,False,caution_and_advice,281,0,145
460,451188228381356032,Wed Apr 02 02:43:50 +0000 2014,30,34,False,603,2490,3,0,0,False,sympathy_and_emotional_support,82,0,145
461,451188228603641856,Wed Apr 02 02:43:51 +0000 2014,442,444,True,74355,2957,1,1,1,False,other_useful_information,281,0,146
464,451188233305473024,Wed Apr 02 02:43:52 +0000 2014,2334,1289,True,37704,3014,2,0,0,False,other_useful_information,0,0,147
465,451188233913630720,Wed Apr 02 02:43:52 +0000 2014,1256,4999,True,10229,3795,2,2,0,False,displaced_people_and_evacuations,148,0,147
466,451188236510306304,Wed Apr 02 02:43:52 +0000 2014,1858,1260,True,100866,2634,1,1,0,False,sympathy_and_emotional_support,68,0,147
467,451188242239352833,Wed Apr 02 02:43:54 +0000 2014,1887,571,False,3318,2770,2,1,0,False,other_useful_information,1,0,149
469,451188243888082944,Wed Apr 02 02:43:54 +0000 2014,354,721,True,3454,3100,1,1,1,False,not_related_or_irrelevant,281,0,149
470,451188244307120129,Wed Apr 02 02:43:54 +0000 2014,2815,3026,True,12544,3760,2,1,1,False,caution_and_advice,362,0,149
471,451188246106501121,Wed Apr 02 02:43:55 +0000 2014,808,998,False,68817,2717,2,1,1,False,other_useful_information,0,1,150
473,451188247184433152,Wed Apr 02 02:43:55 +0000 2014,348,886,False,2222,2714,2,1,1,False,other_useful_information,37,0,150
474,451188247201599488,Wed Apr 02 02:43:55 +0000 2014,49,285,False,1234,3001,1,1,1,False,caution_and_advice,281,0,150
477,451188250091065344,Wed Apr 02 02:43:56 +0000 2014,345,340,False,617790,3365,1,1,0,False,not_related_or_irrelevant,314,0,151
478,451188250108243968,Wed Apr 02 02:43:56 +0000 2014,56,62,False,2160,2703,3,0,0,False,not_related_or_irrelevant,0,0,151
479,451188251861073922,Wed Apr 02 02:43:56 +0000 2014,1203,2025,True,3437,2600,2,2,1,False,caution_and_advice,73,0,151
480,451188254272806913,Wed Apr 02 02:43:57 +0000 2014,808,998,False,68817,2717,2,1,1,False,not_related_or_irrelevant,44,0,152
482,451188257888698368,Wed Apr 02 02:43:58 +0000 2014,1307,1555,False,6626,3176,1,1,1,False,displaced_people_and_evacuations,0,0,153
485,451188261046583297,Wed Apr 02 02:43:58 +0000 2014,631,556,True,5711,3459,3,2,1,False,injured_or_dead_people,227,0,153
486,451188261328015360,Wed Apr 02 02:43:58 +0000 2014,320,345,False,4090,1775,1,1,0,False,other_useful_information,2,0,153
487,451188261952569344,Wed Apr 02 02:43:59 +0000 2014,381,313,True,23769,2920,1,1,1,False,not_related_or_irrelevant,281,0,154
490,451188262694952960,Wed Apr 02 02:43:59 +0000 2014,1676,5003,False,195088,3363,2,1,0,False,not_related_or_irrelevant,5,0,154
491,451188263714168832,Wed Apr 02 02:43:59 +0000 2014,698,712,False,189651,3374,4,1,0,False,sympathy_and_emotional_support,5,0,154
493,451188265056350208,Wed Apr 02 02:43:59 +0000 2014,6292,111,True,127523,2892,2,2,0,False,caution_and_advice,82,0,154
495,451188267149312000,Wed Apr 02 02:44:00 +0000 2014,1153,1090,True,5609,2865,1,0,1,False,sympathy_and_emotional_support,2,0,155
496,451188271305875456,Wed Apr 02 02:44:01 +0000 2014,276,590,True,6619,3306,2,1,1,False,other_useful_information,362,0,156
497,451188271503405056,Wed Apr 02 02:44:01 +0000 2014,330,308,True,3471,3037,2,1,0,False,other_useful_information,20,0,156
500,451188275726667777,Wed Apr 02 02:44:02 +0000 2014,8176,7344,True,21866,3324,2,0,0,True,other_useful_information,4,2,157
503,451188277211856897,Wed Apr 02 02:44:02 +0000 2014,46,108,True,808,2638,1,1,1,False,sympathy_and_emotional_support,281,0,157
504,451188277861576704,Wed Apr 02 02:44:02 +0000 2014,1139,2403,True,1488,3438,2,1,1,False,not_related_or_irrelevant,44,0,157
505,451188277903495168,Wed Apr 02 02:44:02 +0000 2014,533,1149,False,76779,3320,2,2,0,False,other_useful_information,148,0,157
506,451188280252321792,Wed Apr 02 02:44:03 +0000 2014,95,839,True,4075,2385,2,0,0,False,not_related_or_irrelevant,0,0,158
507,451188281490038785,Wed Apr 02 02:44:03 +0000 2014,992,822,True,37951,2095,1,1,0,False,sympathy_and_emotional_support,2910,0,158
509,451188284870639616,Wed Apr 02 02:44:04 +0000 2014,1066,2761,False,1308,3348,2,1,1,False,other_useful_information,362,0,159
512,451188288339341312,Wed Apr 02 02:44:05 +0000 2014,199,356,True,1223,1804,2,1,0,False,sympathy_and_emotional_support,256,0,160
513,451188289156816896,Wed Apr 02 02:44:05 +0000 2014,174,309,False,7026,2912,2,2,1,False,sympathy_and_emotional_support,149,0,160
514,451188289844674560,Wed Apr 02 02:44:05 +0000 2014,708,222,True,62719,2647,2,2,0,False,other_useful_information,148,0,160
